YEAR,MO,DY,PRECTOTCORR,TS
1985,6,5,4.09,19.06
1985,6,6,2.34,19.06
1985,6,7,4.91,19.38
1985,6,8,3.84,18.95
1985,6,9,5.38,18.22
1985,6,10,7.13,18.03
1985,6,11,4.35,17.97
1985,6,12,7.04,16.72
1985,6,13,5.37,18.38
1985,6,14,3.05,18.33
1985,6,15,3.26,18.71
1985,6,16,7.11,17.82
1985,6,17,9.02,17.75
1985,6,18,6.78,17.11
1985,6,19,5.87,17.62
1985,6,20,17.89,16.07
1985,6,21,22.47,17.46
1985,6,22,11.26,17.45
1985,6,23,9.04,17.41
1985,6,24,11.96,17.69
1985,6,25,4.44,17.41
1985,6,26,3.81,17.57
1985,6,27,5.59,16.62
1985,6,28,6.52,16.81
1985,6,29,3.81,18.17
1985,6,30,16.13,18.18
1985,7,1,18.41,17.98
1985,7,2,4.71,17.36
1985,7,3,5.63,17.48
1985,7,4,6.62,16.34
1985,7,5,6.59,16.21
1985,7,6,3.93,16.74
1985,7,7,3.94,17.66
1985,7,8,5.39,17.21
1985,7,9,10.45,16.2
1985,7,10,5.95,16.64
1985,7,11,3.09,17.56
